,Name,IMDB Rating,Duration,Year,Age,Subtitles Available,Genres,Subtitles
1079,The Good Shepherd,6.7,167 min,2006,18+,CC,"Drama: Historical, Drama: Political, Drama: Thriller, Thriller: Drama, Thriller: Political",English [CC]
1080,The Sum of All Fears,6.4,123 min,2002,18+,CC,"Action/Adventure: Espionage & Spies, Action/Adventure: Thriller, Thriller: Action/Adventure","English [CC], हिन्दी"
1081,Transformers: Revenge of the Fallen,6.0,149 min,2009,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure","English [CC], हिन्दी"
1082,Ultimate Avengers,6.8,68 min,2006,7+,,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian",
1083,Madagascar: Escape 2 Africa,6.7,89 min,2008,7+,CC,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Action/Adventure, Family: Animated, Family: Comedy","বাংলা, English [CC], हिन्दी, தமிழ்"
1084,The Devil Inside,4.2,83 min,2012,18+,CC,Horror: Ghosts/Supernatural,हिन्दी
1085,Like Crazy,6.7,90 min,2011,18+,CC,"Drama: Romance, Romance: Drama","English [CC], हिन्दी"
1086,Ace Ventura: When Nature Calls,6.3,93 min,1995,13+,CC,"Comedy, Comedy: Slapstick",English [CC]
1087,How to Lose A Guy In 10 Days,6.4,115 min,2003,18+,CC,"Comedy, Comedy: Romance",English
1088,Beyond Borders,6.5,126 min,2003,18+,CC,"Action/Adventure, Drama, Drama: Historical, Drama: Political, Romance, Romance: Thriller",English [CC]
1089,The General’s Daughter,6.3,116 min,1999,18+,CC,"Action/Adventure: Crime, Drama: Mystery",English [CC]
1090,Cloverfield,7.0,84 min,2008,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Horror: Sci-Fi/Fantasy, Sci-Fi/Fantasy, Thriller: Sci-Fi/Fantasy",English
1091,Just Like Heaven,6.7,94 min,2005,13+,CC,"Comedy, Comedy: Sci-Fi/Fantasy, Romance",English
1092,The Longest Week,5.4,86 min,2014,18+,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
1093,Fatal Attraction,6.9,119 min,1987,18+,CC,"Drama, Drama: Thriller","English [CC], हिन्दी"
1094,Aeon Flux,,92 min,2005,13+,CC,"Action/Adventure, Sci-Fi/Fantasy",English [CC]
1095,Ghosts of Girlfriends Past,5.8,100 min,2009,13+,CC,Comedy: Romance,English [CC]
1096,The Cider House Rules,7.4,125 min,2000,13+,CC,"Drama: Romance, Romance: Drama",English [CC]
1097,The Naked Gun 33 1/3: The Final Insult,6.4,82 min,1994,13+,CC,"Comedy: Crime, Comedy: Slapstick",English
1098,The Naked Gun 2 1/2: The Smell of Fear,,85 min,1991,13+,CC,"Comedy: Crime, Comedy: Slapstick",English
1099,The Tuxedo,5.3,98 min,2002,18+,CC,"Action/Adventure: Comedy, Action/Adventure: Espionage & Spies, Action/Adventure: Martial Arts, Comedy: Action/Adventure",English [CC]
1100,Paycheck (2003),6.3,118 min,2003,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Thriller: Mystery",English
1101,Cats & Dogs,5.1,87 min,2001,7+,CC,"Children: Comedy, Children: Sci-Fi/Fantasy, Family: Comedy",English [CC]
1102,Ultimate Avengers 2,6.7,69 min,2007,13+,,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian",
1103,A Cinderella Story,5.9,95 min,2004,7+,CC,Teen: Romance,English [CC]
1104,Ninja Assassin,6.4,98 min,2009,NR,CC,"Action/Adventure: Crime, Action/Adventure: Martial Arts, Thriller: Action/Adventure","English, English [CC]"
1105,Must Love Dogs,5.9,97 min,2005,13+,CC,Comedy: Romance,English [CC]
1106,Teenage Mutant Ninja Turtles (2014),5.9,101 min,2014,13+,CC,"Action/Adventure: Crime, Action/Adventure: Sci-fi/Fantasy","English, हिन्दी"
1107,The Whole Nine Yards,6.7,98 min,2000,18+,CC,Comedy: Crime,English [CC]
1108,You’ve Got Mail,6.6,119 min,1998,7+,CC,Comedy: Romance,English [CC]
1109,The Specialist (1994),5.5,110 min,1994,18+,CC,"Action/Adventure: Crime, Drama: Crime, Drama: Thriller",English
1110,Snow Queen 2,6.3,78 min,2014,All Ages,,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian",
1111,The Lake House,6.8,98 min,2006,18+,CC,"Drama: Romance, Romance: Drama, Sci-Fi/Fantasy",English [CC]
1112,Cop Out,5.6,107 min,2010,18+,CC,"Comedy: Action/Adventure, Comedy: Crime",English [CC]
1113,The Spiderwick Chronicles,6.6,95 min,2008,13+,CC,"Family: Action/Adventure, Family: Sci-Fi/Fantasy",English
1114,Contact,7.4,149 min,1997,7+,CC,"Drama: Mystery, Sci-Fi/Fantasy: Sci-fi – Alien",English [CC]
1115,The Hornet’s Nest,6.5,96 min,2014,18+,CC,Documentary: Military,English [CC]
1116,National Lampoon’s Vacation,7.4,98 min,1983,18+,CC,Comedy: Action/Adventure,English [CC]
1117,Chinatown,8.2,130 min,1974,18+,CC,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller",English [CC]
1118,Executive Decision,6.4,132 min,1996,18+,CC,Action/Adventure: Crime,"English, English [CC]"
1119,Passenger 57,5.8,83 min,1992,18+,CC,"Action/Adventure: Crime, Action/Adventure: Thriller",English [CC]
1120,The Guilt Trip,5.8,95 min,2012,13+,CC,Comedy: Drama,"English [CC], हिन्दी"
1121,Sudden Impact,6.6,117 min,1983,18+,CC,"Action/Adventure: Crime, Drama: Crime",English [CC]
1122,Exorcist II: The Heretic,3.7,117 min,1977,18+,CC,Horror: Ghosts/Supernatural,English [CC]
1123,Chocolat,7.3,121 min,2001,13+,CC,"Drama: Comedy, Drama: Romance, Romance: Drama",English [CC]
1124,Enemy At the Gates,7.6,131 min,2001,18+,CC,"Drama, Drama: Historical, Drama: War",English [CC]
1125,Deep Impact,,121 min,1998,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Drama, Sci-Fi/Fantasy: Thriller",English
1126,Internal Affairs,6.5,114 min,1990,18+,CC,"Action/Adventure: Crime, Drama: Crime, Thriller: Crime",English
1127,Next Avengers – Heroes of Tomorrow,6.3,74 min,2007,All Ages,,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian",
1128,Monsters Vs. Aliens,6.5,94 min,2009,13+,CC,"Animated: Children, Animated: Family, Children: Animated/Cartoon, Children: Comedy, Family: Animated, Family: Sci-Fi/Fantasy","বাংলা, English, हिन्दी, தமிழ்"
1129,Disturbia,6.9,104 min,2007,18+,CC,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Mystery",English [CC]
1130,The Core,5.4,134 min,2003,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Thriller: Action/Adventure",English [CC]
1131,Double Jeopardy (1999),6.4,105 min,1999,18+,CC,"Drama, Drama: Crime, Thriller: Mystery",English
1132,Jackie Brown,7.5,154 min,1997,18+,,"Drama: Crime, Thriller: Crime",
1133,Cold Mountain,7.2,154 min,2003,18+,CC,"Action/Adventure: Historical, Action/Adventure: War, Drama: Historical, Drama: War, Drama: Romance",English [CC]
1134,Meet the Fockers,6.3,115 min,2004,18+,CC,Comedy,English
1135,The Score,6.8,124 min,2001,18+,CC,"Drama: Crime, Thriller: Crime",English
1136,The Hours,7.6,114 min,2003,13+,CC,"Drama: Period, Drama: Romance",English [CC]
1137,The Faculty,6.4,104 min,1998,18+,,"Horror: Sci-Fi/Fantasy, Thriller: Sci-Fi/Fantasy",
1138,Last Man Standing (1996),6.4,101 min,1996,18+,CC,"Action/Adventure: Crime, Drama: Crime, Western",English
1139,Addams Family Values,6.6,94 min,1993,13+,CC,"Comedy, Comedy: Slapstick, Family: Comedy",English
1140,Thor – Tales of Asgard,6.4,73 min,2007,All Ages,,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian",
1141,Terms of Endearment,7.4,131 min,1983,7+,CC,Drama: Comedy,English [CC]
1142,54,5.8,92 min,1998,18+,CC,"Drama, Drama: Historical, LGBTQ, LGBTQ: Drama",English [CC]
1143,The Bridges of Madison County,7.5,134 min,1995,13+,CC,"Drama: Romance, Romance: Drama",English [CC]
1144,Carriers,6.0,84 min,2009,13+,CC,"Horror: Sci-Fi/Fantasy, Horror: Zombies, Sci-Fi/Fantasy: Action/Adventure",English
1145,The Ghost and the Darkness,6.8,109 min,1996,18+,CC,"Action/Adventure: Historical, Action/Adventure: Thriller, Drama: Historical, Drama: Thriller",English
1146,Transformers Prime Beast Hunters: Predacons Rising,7.6,63 min,2013,7+,,"Animated: Children, Children: Animated/Cartoon",
1147,Jackie Chan’s First Strike,6.6,83 min,1997,13+,CC,"Action/Adventure: Espionage & Spies, Action/Adventure: Martial Arts, Comedy: Action/Adventure",English [CC]
1148,Stardust,7.7,127 min,2007,7+,CC,Action/Adventure: Sci-fi/Fantasy,English
1149,The Addams Family,6.8,99 min,1991,13+,CC,"Comedy, Comedy: Slapstick, Family: Comedy",English
1150,Grease,7.2,110 min,1978,18+,CC,"Comedy, Music/Musical: Musical, Music/Musical: Music – Rock/Pop, Romance","English, हिन्दी"
1151,Something’s Gotta Give (2003),6.7,128 min,2004,13+,CC,Comedy: Romance,English [CC]
1152,Star Trek I: The Motion Picture,6.4,131 min,1979,All Ages,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English [CC], हिन्दी"
1153,Rumble In The Bronx,6.7,89 min,1996,18+,CC,"Action/Adventure: Martial Arts, Comedy: Action/Adventure",English [CC]
1154,Finding Neverland,7.7,101 min,2004,7+,CC,"Drama, Drama: Biography, Drama: Plays/Performance, Family",English [CC]
1155,Sphere,6.0,134 min,1998,13+,CC,"Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Thriller, Thriller: Mystery, Thriller: Sci-Fi/Fantasy",English [CC]
1156,Amistad,7.2,154 min,1997,18+,CC,"Drama, Drama: Historical, Drama: Political",English [CC]
1157,Keanu,6.3,99 min,2016,18+,CC,Comedy: Action/Adventure,English
1158,Freddy vs. Jason,5.8,97 min,2003,18+,CC,"Horror: Slasher, Horror: Thriller, Thriller: Horror",English [CC]
1159,Star Trek X: Nemesis,6.4,116 min,2002,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English, हिन्दी"
1160,Masters of the Universe,5.3,105 min,1987,7+,CC,"Action/Adventure: Sci-fi/Fantasy, Action/Adventure: Superheroes, Sci-Fi/Fantasy: Action/Adventure",English
1161,Daddy’s Home,6.1,96 min,2015,NR,CC,Comedy,"English [CC], हिन्दी"
1162,The Yakuza,7.3,112 min,1975,18+,,"Action/Adventure: Crime, Drama: Crime",
1163,The Glimmer Man,5.3,91 min,1996,18+,CC,Action/Adventure: Crime,English
1164,The Hero of Color City,4.2,77 min,2014,All Ages,,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, World Cinema: Indian",
1165,Fire with Fire,6.6,103 min,1986,13+,CC,"Drama: Romance, Romance: Drama",English
1166,Flushed Away,6.6,84 min,2006,7+,CC,"Animated: Children, Children: Animated/Cartoon","English, हिन्दी"
1167,Lady Chatterley’s Lover,5.1,104 min,1982,NR,CC,"Drama: Romance, Romance: Drama",English [CC]
1168,Bloodsport,6.8,92 min,1988,18+,CC,"Action/Adventure: Martial Arts, Drama, Drama: Biography, Sport: Martial Arts",English [CC]
1169,School of Rock,7.1,109 min,2003,13+,CC,"Comedy: Musical, Music/Musical: Music – Rock/Pop",English
1170,Enter the Dragon (1973),7.7,102 min,1973,18+,CC,Action/Adventure: Martial Arts,English [CC]
1171,Forget Paris,6.4,101 min,1995,13+,CC,"Comedy: Drama, Comedy: Romance","English, English [CC]"
1172,Child’s Play,6.1,99 min,1973,18+,CC,"Drama: Mystery, Horror, Horror: Ghosts/Supernatural, Thriller: Mystery",English [CC]
1173,Star Trek VI: The Undiscovered Country,7.2,109 min,1991,7+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English, हिन्दी"
1174,Romeo Must Die,6.1,115 min,2000,18+,CC,"Action/Adventure: Crime, Action/Adventure: Martial Arts",English [CC]
1175,Star Trek IV: The Voyage Home,7.3,118 min,1986,7+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English [CC], हिन्दी"
1176,Barbie Dreamtopia,7.2,46 min,2016,NR,CC,Children: Animated/Cartoon,English [CC]
1177,Star Trek III: The Search for Spock,6.6,105 min,1984,7+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English [CC], हिन्दी"
1178,Magic Beyond Words,6.7,85 min,2011,All Ages,,"Drama: Biography, World Cinema: Indian",
1179,Project X,5.5,97 min,1968,18+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure",English
1180,A.I. Artificial Intelligence,7.1,145 min,2001,13+,CC,"Drama, Sci-Fi/Fantasy, Sci-Fi/Fantasy: Sci-fi – Robots",English
1181,Grace Of Monaco,5.7,102 min,2014,All Ages,,"Drama, Drama: Biography, Drama: Historical, Drama: Political, Drama: Romance, World Cinema: Indian",
1182,3000 Miles to Graceland,5.9,124 min,2001,18+,CC,"Action/Adventure, Comedy, Action/Adventure: Crime, Comedy: Crime",English [CC]
1183,Funny Face,7.1,103 min,1957,NR,CC,"Comedy, Comedy: Musical, Comedy: Romance, Music/Musical: Musical",English
1184,Chicago,7.2,113 min,2003,13+,CC,"Drama, Drama: Crime, Music/Musical: Music – Jazz",English [CC]
1185,The Avengers,3.7,89 min,1998,NR,CC,Action/Adventure: Sci-fi/Fantasy,English [CC]
1186,Congo,5.1,108 min,1995,13+,CC,"Action/Adventure, Drama",English
1187,Star Trek VII: Generations,6.6,117 min,1994,7+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English, हिन्दी"
1188,National Lampoon’s European Vacation,6.1,93 min,1985,13+,,"Comedy: Action/Adventure, Comedy: Mature",
1189,Star Trek V: The Final Frontier,5.4,106 min,1989,7+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English, हिन्दी"
1190,Deep Blue Sea,5.8,104 min,1999,NR,CC,Thriller,English [CC]
1191,Star Trek IX: Insurrection,6.4,102 min,1998,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien","English, हिन्दी"
1192,Barbarella,5.9,98 min,1968,NR,CC,"Comedy: Action/Adventure, Comedy: Sci-Fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Comedy",English [CC]
1193,It’s A Wonderful Life,8.6,130 min,1946,7+,CC,"Drama: Family, Family: Sci-Fi/Fantasy, Holiday",English
1194,Walking Tall,6.9,124 min,1973,18+,CC,"Action/Adventure: Crime, Drama: Biography",English
1195,Days of Thunder,5.9,107 min,1990,13+,CC,"Action/Adventure, Drama, Sport: Motor Sport","English, हिन्दी"
1196,Next Friday,6.1,98 min,2000,18+,CC,Comedy: Romance,"English, English [CC]"
1197,The Majestic,6.9,152 min,2001,7+,CC,Drama: Romance,English [CC]
1198,The Kite Runner,7.6,127 min,2007,13+,CC,Drama,English [CC]
1199,Outbreak,6.6,128 min,1995,18+,,Drama: Thriller,
1200,Journey to the Center of the Earth,2.8,80 min,1988,7+,CC,Action/Adventure,English
1201,Nuts!,7.3,78 min,2016,NR,CC,"Documentary: Biography, Documentary: History","العربية, 中文（繁體）, Español, Español (Latinoamérica), Français, हिन्दी, Italiano, 한국어, Nederlands, Polski, Português, Русский, Türkçe"
1202,Hanuman The Immortal 2,,62 min,2011,All Ages,,"Animated: Children, Children: Animated/Cartoon, Children & Family, World Cinema: Indian",
1203,Pretty Baby,6.6,109 min,1978,18+,CC,Drama: Mature,English
1204,Five Card Stud,6.5,102 min,1968,7+,CC,"Drama, Drama: Crime, Drama: Mystery, Drama: Period, Drama: Romance, Western",English
1205,Copper Canyon,6.3,83 min,1950,NR,CC,"Action/Adventure: Crime, Western",English
1206,Blue,6.1,113 min,1968,NR,CC,"Drama, Drama: Crime, Western",English [CC]
1207,Purple Rain,6.5,111 min,1984,18+,,"Drama: Biography, Drama: Musical, Music/Musical: Music – Rock/Pop",
1208,Speed Racer Movie,,22 min,2013,All Ages,,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian",
1209,Hanuman The Immortal 1,,64 min,2010,All Ages,,"Children: Animated/Cartoon, Mythology, World Cinema: Indian",
1210,The Desperate Hours,7.6,112 min,1955,NR,CC,Drama: Crime,English [CC]
1211,"20,000 Leagues Under the Sea",6.6,73 min,2012,All Ages,,"Animated: Children, Children: Animated/Cartoon",
1212,Michael,5.7,105 min,1996,7+,CC,"Comedy: Drama, Comedy: Sci-Fi/Fantasy, Comedy: Romance",English [CC]
1213,It’s Only Money,6.5,83 min,1962,NR,CC,"Comedy, Drama",English
1214,Pette The Prince,6.3,76 min,2015,All Ages,,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian",
1215,A Christmas Carol,6.0,69 min,1997,NR,,Animated: Children,
1216,Dark City,6.8,97 min,1950,NR,CC,"Drama: Crime, Drama: Mystery, Thriller: Mystery, Thriller: Psychological",English [CC]
1217,Wayne’s World 2,6.1,94 min,1993,13+,CC,Comedy,English [CC]
1218,Pursued,7.4,101 min,1947,NR,CC,"Drama: Romance, Western",English [CC]
1219,Fear Strikes Out,7.0,100 min,1957,18+,CC,"Drama, Drama: Biography, Sport: Baseball",English
1220,Fred Claus,5.6,115 min,2007,NR,CC,Comedy,English [CC]
1221,Carrie,7.4,121 min,1952,All Ages,CC,"Drama, Drama: Romance",English
1222,Team Hot Wheels: The Origin of Awesome,5.3,77 min,2014,NR,CC,Children: Animated/Cartoon,English [CC]
1223,Team Hot Wheel: Build the Epic Race,,44 min,2015,NR,CC,Children: Animated/Cartoon,English [CC]
1224,Kadhal FM,,125 min,2005,All Ages,CC,"Drama: Romance, World Cinema: Indian",English [CC]
1225,Team Hot Wheels: The Skills to Thrill,6.8,44 min,2015,NR,CC,Children: Animated/Cartoon,English [CC]
1226,Sliver,4.9,106 min,1993,18+,CC,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Drama, Thriller: Mystery",English
1227,Fan,7.3,138 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Thriller: Drama, World Cinema: Indian",English
1228,Tum Bin II,4.9,140 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
1229,Yeh Jawaani Hai Deewani,7.0,160 min,2013,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
1230,Sarbjit,7.3,126 min,2016,13+,CC,"Bollywood: Drama, Drama: Biography, Drama: Bollywood, Drama: Historical, Drama: Political, World Cinema: Indian",English [CC]
1231,Middle Men,6.6,112 min,2010,18+,CC,"Comedy: Crime, Drama: Comedy, Drama: Crime, Drama: Historical","English [CC], हिन्दी"
1232,Student Of The Year,5.5,145 min,2012,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
1233,Hamari Adhuri Kahani,6.6,128 min,2015,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
1234,Piku,7.6,117 min,2015,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
1235,Ab…Bas,3.4,138 min,2004,18+,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, World Cinema: Indian",English
1236,Theri,7.2,150 min,2016,All Ages,CC,"Action/Adventure: Crime, Drama: Crime, Drama: Romance, World Cinema: Indian",English
1237,Collateral,7.6,119 min,2004,18+,CC,"Action/Adventure: Crime, Drama: Crime, Drama: Thriller, Thriller: Drama","English [CC], हिन्दी"
1238,Zindagi Na Milegi Dobara,8.1,153 min,2011,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English
1239,Forrest Gump,8.8,142 min,1994,13+,CC,"Comedy: Drama, Drama: Comedy, Drama: Romance",English [CC]
1240,The Godfather,9.2,177 min,1972,NR,CC,Drama: Crime,"English [CC], हिन्दी"
1241,Into The Wild,8.1,148 min,2007,18+,CC,"Action/Adventure, Drama: Biography",English [CC]
1242,Lakshya,7.9,177 min,2004,NR,CC,"Bollywood: Drama, Drama: Bollywood, Drama: War, World Cinema: Indian",English
1243,The Curious Case Of Benjamin Button,7.8,166 min,2008,13+,CC,"Drama: Romance, Romance: Drama, Sci-Fi/Fantasy",
1244,Brothers,6.7,155 min,2015,13+,CC,"Bollywood: Drama, Drama: Bollywood, Sport: Boxing, World Cinema: Indian",English
1245,Munich (2005),7.6,163 min,2005,18+,CC,"Drama: Crime, Drama: Historical, Drama: Political, Drama: Thriller, Thriller: Drama, Thriller: Political",English [CC]
1246,Ae Dil Hai Mushkil,5.8,155 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
1247,Shivaay,6.5,153 min,2016,13+,CC,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
1248,13 Hours: The Secret Soldiers of Benghazi,7.3,144 min,2016,NR,CC,Drama,"English [CC], हिन्दी"
1249,Sultan,7.2,169 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sport: Wrestling, World Cinema: Indian",English
1250,Baar Baar Dekho,5.2,135 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, Sci-Fi/Fantasy, World Cinema: Indian",English
1251,Rock On 2,5.0,141 min,2016,NR,CC,"Drama: Musical, World Cinema: Indian",English [CC]
1252,Dil Dhadakne Do,6.8,171 min,2015,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English [CC]
1253,Kapoor & Sons,7.8,137 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English
1254,Humpty Sharma Ki Dulhania,6.0,131 min,2014,13+,,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
1255,Rocket Singh Salesman of the Year,7.5,154 min,2009,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
1256,Jack Reacher,7.0,130 min,2012,13+,CC,"Action/Adventure: Espionage & Spies, Drama: Crime, Drama: Mystery","English, हिन्दी"
1257,Baghtos Kay Mujra Kar,8.8,141 min,2017,NR,CC,"Drama: Family, Drama: Mystery, Romance: Drama, World Cinema: Indian",English [CC]
1258,Dum Laga Ke Haisha,7.5,110 min,2015,NR,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English
1259,Kabali,6.6,143 min,2016,All Ages,CC,"Action/Adventure: Crime, Drama: Crime, World Cinema: Indian",English [CC]
1260,Love Games,4.3,108 min,2016,18+,CC,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mature, Drama: Thriller, Thriller: Crime, World Cinema: Indian",English [CC]
1261,Chak De India,8.3,148 min,2007,7+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Sport, World Cinema: Indian",
1262,Dil Chahta Hai,8.2,183 min,2001,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, Romance: Drama, World Cinema: Indian",
1263,Titli,7.6,111 min,2015,18+,,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",
1264,Badmaash Company,6.0,141 min,2010,13+,,"Bollywood, Bollywood: Drama, Drama, Drama: Crime, Drama: Romance, World Cinema: Indian",
1265,Bewakoofiyaan,5.5,117 min,2014,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
1266,Vangaveeti,6.7,139 min,2016,18+,CC,"Drama: Crime, Drama: Political, World Cinema: Indian",English [CC]
1267,Befikre – Trailer,3.6,2 min,2016,NR,,"Drama: Comedy, Romance",
1268,Ghost,7.0,126 min,1990,18+,CC,"Drama, Drama: Crime, Romance",हिन्दी
1269,Escape From Alcatraz,7.6,111 min,1979,7+,CC,"Action/Adventure: Crime, Drama: Biography",English [CC]
1270,Jab Tak Hai Jaan,6.9,176 min,2012,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
1271,Hasee Toh Phasee,6.9,134 min,2014,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
1272,Eyes Wide Shut,7.3,159 min,1999,18+,,"Drama: Mystery, Drama: Thriller, Erotic",
1273,Young Adult,6.3,93 min,2011,18+,CC,"Comedy: Drama, Drama: Comedy","English [CC], हिन्दी"
1274,Top Gun,6.9,109 min,1986,7+,CC,"Action/Adventure: Thriller, Drama: Romance","English, हिन्दी"
1275,No Country for Old Men,8.1,122 min,2007,18+,CC,"Drama: Crime, Drama: Thriller, Thriller: Action/Adventure, Thriller: Crime, Thriller: Drama",English
1276,Band Baaja Baaraat,7.3,139 min,2010,7+,,"Bollywood, Bollywood: Comedy, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
1277,Saving Private Ryan,8.6,169 min,1998,18+,CC,"Action/Adventure: Epic, Action/Adventure: Historical, Action/Adventure: War, Drama: War",
1278,Shor Se Shuruaat,7.3,122 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English [CC]
1279,Anomalisa,7.3,90 min,2015,18+,CC,"Animated, Drama: Mature","English [CC], हिन्दी"
1280,Minority Report,7.7,145 min,2002,18+,CC,"Action/Adventure: Crime, Action/Adventure: Sci-fi/Fantasy, Drama: Thriller, Sci-Fi/Fantasy: Action/Adventure",English
1281,Luv Ka The End,4.8,106 min,2011,NR,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
1282,The Godfather Part II,9.0,202 min,1974,18+,CC,"Drama: Crime, Drama: Historical","English, हिन्दी"
1283,Mystic River,8.0,137 min,2003,18+,CC,"Action/Adventure, Drama: Mystery, Drama: Crime, Thriller, Action/Adventure: Crime",
1284,Family Katta,8.3,124 min,2016,All Ages,CC,"Drama, World Cinema: Indian",English
1285,Bachna Ae Haseeno,6.2,152 min,2008,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Comedy, Romance: Drama, World Cinema: Indian",
