,Name,IMDB Rating,Duration,Year,Age,Subtitles Available,Genres,Subtitles
1286,Gippi,5.6,93 min,2013,13+,,"Bollywood: Comedy, Bollywood: Drama, Drama: Bollywood, Teen: Comedy, Teen: Drama, World Cinema: Indian",
1287,Shuddh Desi Romance,5.8,126 min,2013,13+,CC,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Comedy, Romance, World Cinema: Indian",English
1288,Rab Ne Bana Di Jodi,7.2,163 min,2008,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Comedy, Romance, World Cinema: Indian",
1289,Fukrey,6.9,135 min,2013,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
1290,Salaam Namaste,6.2,158 min,2005,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Comedy, Romance, World Cinema: Indian",
1291,Citylights,7.2,126 min,2014,13+,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, Drama: Thriller, World Cinema: Indian",English
1292,Up in the Air,7.4,109 min,2009,18+,CC,Drama,English
1293,The Devil’s Advocate,7.5,144 min,1997,18+,CC,"Drama: Mystery, Drama: Thriller",English [CC]
1294,A Perfect Murder,6.5,107 min,1998,18+,CC,"Drama: Crime, Drama: Thriller, Thriller: Crime, Thriller: Drama",English [CC]
1295,Veer Zaara,7.9,192 min,2004,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1296,Four Brothers,6.9,108 min,2005,18+,,"Action/Adventure: Crime, Drama: Crime",
1297,Black Hawk Down,7.7,144 min,2002,18+,CC,"Action/Adventure, Action/Adventure: War, Drama, Drama: Historical, Drama: War",English [CC]
1298,John Grisham’s The Rainmaker,7.1,135 min,1997,18+,CC,"Drama, Drama: Crime, Thriller: Drama",
1299,The Prestige,8.5,130 min,2006,13+,CC,"Drama: Crime, Drama: Historical, Drama: Mystery, Drama: Thriller, Thriller: Sci-Fi/Fantasy",
1300,Kabhi Alvida Naa Kehna,6.1,191 min,2006,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1301,Shahid,8.3,112 min,2013,13+,CC,"Bollywood: Drama, Drama: Biography, Drama: Bollywood, Drama: Political, World Cinema: Indian",English
1302,Kamla Ki Maut,7.5,94 min,1989,18+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English [CC]
1303,Ta Ra Rum Pum,5.5,155 min,2007,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
1304,Revolutionary Road,7.3,118 min,2008,18+,CC,Drama,"English [CC], हिन्दी"
1305,The Hunt for Red October,7.6,135 min,1990,7+,CC,"Action/Adventure: Espionage & Spies, Action/Adventure: Thriller, Drama: Political, Thriller: Action/Adventure",हिन्दी
1306,Joker,8.8,129 min,2016,All Ages,CC,"Drama: Political, World Cinema: Indian","English [CC], Français [CC]"
1307,Love Story,6.9,100 min,1970,7+,CC,"Drama: Romance, Romance: Drama",English
1308,A Beautiful Mind,8.2,135 min,2001,13+,CC,"Drama, Drama: Biography, Drama: Historical",
1309,Shooter,7.2,125 min,2007,18+,CC,"Action/Adventure: Crime, Drama: Crime",English
1310,Krishnagadi Veera Prema Gaadha,7.7,145 min,2016,13+,,"Comedy: Romance, Drama: Comedy, World Cinema: Indian",
1311,The Untouchables,7.9,119 min,1987,18+,CC,"Drama: Crime, Drama: Historical, Drama: Thriller, Thriller: Crime, Thriller: Drama",English [CC]
1312,Watchmen,7.6,162 min,2009,18+,CC,"Action/Adventure: Superheroes, Drama: Mystery","English, English [CC]"
1313,Primal Fear,7.7,130 min,1996,18+,CC,"Drama: Crime, Drama: Mystery, Thriller: Drama",English [CC]
1314,Kal Ho Naa Ho,8.0,187 min,2003,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1315,Siddhartha,5.9,124 min,2016,18+,CC,"Drama: Romance, Romance: Drama, World Cinema: Indian",English
1316,Fanaa,7.2,168 min,2006,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Crime, Romance, World Cinema: Indian",
1317,Payback (1999),7.1,101 min,1999,18+,CC,"Action/Adventure: Crime, Drama: Crime",English [CC]
1318,Rajadhiraja,7.6,131 min,2015,All Ages,,"Drama, World Cinema: Indian",
1319,The English Patient,7.4,161 min,1996,18+,CC,"Drama: War, Drama: Romance, Romance: Drama",English [CC]
1320,Thoda Pyaar Thoda Magic,4.9,136 min,2008,7+,,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
1321,Cast Away,7.7,143 min,2000,13+,CC,"Action/Adventure: Epic, Drama",English [CC]
1322,Gori Tere Pyaar Mein,5.0,144 min,2013,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, Romance: Drama, World Cinema: Indian",
1323,Kites,6.1,117 min,2010,13+,CC,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English
1324,Prem Ratan Dhan Payo,4.8,163 min,2015,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English [CC]
1325,Sweet November (2001),6.7,120 min,2001,13+,CC,"Drama: Romance, Romance: Drama",English [CC]
1326,The Godfather Part III,7.6,170 min,1990,18+,CC,"Drama: Crime, Drama: Historical","English, हिन्दी"
1327,Patiala House,5.9,140 min,2011,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian",English
1328,The Good Shepherd,6.7,167 min,2006,18+,CC,"Drama: Historical, Drama: Political, Drama: Thriller, Thriller: Drama, Thriller: Political",English [CC]
1329,The Firm,6.8,154 min,1993,18+,CC,"Drama: Mystery, Thriller: Mystery",
1330,Youngistaan,5.2,124 min,2014,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Political, Drama: Romance, World Cinema: Indian",English
1331,Socha Na Tha,7.6,137 min,2005,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
1332,Jannat,6.8,140 min,2008,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian",
1333,Ungli,5.8,113 min,2014,13+,,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
1334,Heropanti,5.4,137 min,2014,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
1335,Like Crazy,6.7,90 min,2011,18+,CC,"Drama: Romance, Romance: Drama","English [CC], हिन्दी"
1336,Bhool Bhulaiyaa,7.3,148 min,2007,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Mystery, Thriller: Psychological, World Cinema: Indian",English [CC]
1337,Ishaqzaade,6.6,131 min,2012,NR,,"Action, Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
1338,Time Please,7.1,126 min,2013,13+,,"Drama: Comedy, Drama: Romance, World Cinema: Indian",
1339,Happy Journey,7.5,123 min,2014,13+,,"Drama, World Cinema: Indian",
1340,Ajab Gazabb Love,4.1,114 min,2012,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Comedy: Romance, Drama: Bollywood, World Cinema: Indian",
1341,Beyond Borders,6.5,126 min,2003,18+,CC,"Action/Adventure, Drama, Drama: Historical, Drama: Political, Romance, Romance: Thriller",English [CC]
1342,Aurangzeb,6.6,137 min,2013,16+,,"Bollywood, Bollywood: Action/Adventure, Bollywood: Drama, Bollywood: Thriller, Drama, World Cinema: Indian",
1343,The General’s Daughter,6.3,116 min,1999,18+,CC,"Action/Adventure: Crime, Drama: Mystery",English [CC]
1344,Silsila,7.4,180 min,1981,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
1345,Fatal Attraction,6.9,119 min,1987,18+,CC,"Drama, Drama: Thriller","English [CC], हिन्दी"
1346,Laaga Chunari Mein Daag,5.4,139 min,2007,13+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
1347,Mujhse Dosti Karoge,5.0,148 min,2002,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1348,Raghu Romeo,7.1,99 min,2003,18+,CC,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, World Cinema: Indian",English [CC]
1349,Jannat 2,6.1,134 min,2012,NR,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Romance: Drama, World Cinema: Indian",
1350,The Cider House Rules,7.4,125 min,2000,13+,CC,"Drama: Romance, Romance: Drama",English [CC]
1351,Rathi Nirvedam,5.5,114 min,2011,13+,CC,"Drama: Romance, Romance: Drama, World Cinema: Indian",English
1352,Pudhupettai,8.4,170 min,2006,13+,CC,"Drama: Crime, World Cinema: Indian",English [CC]
1353,Constantine,6.9,120 min,2005,18+,CC,"Action/Adventure: Crime, Action/Adventure: Thriller, Drama: Crime, Drama: Mystery",
1354,Saathiya,6.9,138 min,2002,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
1355,Blow,7.6,123 min,2001,18+,CC,"Action/Adventure: Crime, Drama: Biography, Drama: Crime, Drama: Historical",
1356,Dil To Pagal Hai,7.1,179 min,1997,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1357,Mohabbatein,7.1,215 min,2000,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian",
1358,Kabhi Khushi Kabhie Gham,7.5,209 min,2001,All Ages,,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
1359,Zulfiqar,5.6,137 min,2016,18+,,"Drama: Crime, World Cinema: Indian",
1360,Dog Day Afternoon,8.0,124 min,1975,18+,CC,"Drama, Drama: Crime, Drama: Historical",
1361,Rosemary’s Baby,8.0,136 min,1968,18+,CC,"Horror, Drama",
1362,Lafangey Parindey,5.3,126 min,2010,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
1363,Coffee Ani Barach Kahi,7.6,94 min,2015,All Ages,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
1364,Game,5.1,134 min,2011,NR,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian",
1365,Firewall,5.8,104 min,2006,13+,CC,"Action/Adventure, Action/Adventure: Crime, Drama: Crime, Thriller",
1366,Ready,4.7,144 min,2011,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English [CC]
1367,Indecent Proposal,5.8,116 min,1993,18+,CC,"Drama: Romance, Romance: Drama",हिन्दी
1368,Chaar,6.9,91 min,2014,All Ages,CC,"Drama, Drama: Mystery, World Cinema: Indian",English
1369,Teraa Surroor,2.7,99 min,2016,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Mystery, Romance: Drama, World Cinema: Indian",
1370,To Catch a Thief,7.5,106 min,1955,7+,CC,"Drama: Romance, Romance: Thriller",
1371,Mardaani,7.4,113 min,2014,18+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
1372,Namastey London,7.3,131 min,2007,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian","English (India), English (US)"
1373,Dhokha,6.5,121 min,2007,NR,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
1374,The Specialist (1994),5.5,110 min,1994,18+,CC,"Action/Adventure: Crime, Drama: Crime, Drama: Thriller",English
1375,Lamhe,7.4,187 min,1991,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
1376,The Lake House,6.8,98 min,2006,18+,CC,"Drama: Romance, Romance: Drama, Sci-Fi/Fantasy",English [CC]
1377,Agneepath (2012),7.0,173 min,2012,13+,,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
1378,Alive,7.1,126 min,1993,18+,CC,"Action/Adventure, Drama, Drama: Biography, Drama: Historical",
1379,Thalapathi,8.6,156 min,1991,13+,CC,"Action/Adventure: Crime, Drama: Crime, World Cinema: Indian",English [CC]
1380,Koi Mil Gaya,7.1,164 min,2003,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sci-Fi/Fantasy: Sci-fi – Alien, World Cinema: Indian",English
1381,Aaja Nachle,6.4,143 min,2007,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Music/Musical: Ballet/Dance, Romance, World Cinema: Indian",
1382,Astu – So Be It,8.8,123 min,2016,All Ages,CC,"Drama, World Cinema: Indian",English [CC]
1383,Contact,7.4,149 min,1997,7+,CC,"Drama: Mystery, Sci-Fi/Fantasy: Sci-fi – Alien",English [CC]
1384,Dil Bole Hadippa,4.6,146 min,2009,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian",English
1385,Luck By Chance,7.1,154 min,2009,NR,,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
1386,Khatta Meetha,7.5,128 min,1981,All Ages,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian","English, हिन्दी"
1387,The Usual Suspects,8.6,106 min,1995,18+,CC,"Drama: Crime, Drama: Mystery",
1388,Tum Bin,7.5,152 min,2001,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
1389,Chinatown,8.2,130 min,1974,18+,CC,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller",English [CC]
1390,Kuch Kuch Hota Hai,7.8,185 min,1998,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1391,Tarkieb,4.9,154 min,2000,All Ages,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, World Cinema: Indian",
1392,Awarapan,7.2,124 min,2007,NR,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian",
1393,Sudden Impact,6.6,117 min,1983,18+,CC,"Action/Adventure: Crime, Drama: Crime",English [CC]
1394,Mere Yaar Ki Shaadi Hai,5.3,159 min,2002,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1395,Jadoogadu,6.1,152 min,2015,18+,,"Drama: Crime, Drama: Romance, World Cinema: Indian",
1396,Chocolat,7.3,121 min,2001,13+,CC,"Drama: Comedy, Drama: Romance, Romance: Drama",English [CC]
1397,Darr,7.9,176 min,1993,13+,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Thriller, Drama: Romance, Thriller: Drama, World Cinema: Indian",
1398,Enemy At the Gates,7.6,131 min,2001,18+,CC,"Drama, Drama: Historical, Drama: War",English [CC]
1399,Deep Impact,,121 min,1998,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Drama, Sci-Fi/Fantasy: Thriller",English
1400,Internal Affairs,6.5,114 min,1990,18+,CC,"Action/Adventure: Crime, Drama: Crime, Thriller: Crime",English
1401,Raja rani,7.6,163 min,2014,All Ages,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
1402,Mee Shivajiraje Bhosale Boltoy,7.9,148 min,2009,All Ages,,"Drama, World Cinema: Indian",
1403,Baadshah,6.5,164 min,2013,13+,,"Action/Adventure: Crime, Drama: Comedy, World Cinema: Indian",
1404,Premachi Goshta,7.1,128 min,2013,All Ages,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
1405,Disturbia,6.9,104 min,2007,18+,CC,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Mystery",English [CC]
1406,Double Jeopardy (1999),6.4,105 min,1999,18+,CC,"Drama, Drama: Crime, Thriller: Mystery",English
1407,Bombay To Bangkok,4.8,120 min,2008,13+,CC,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English
1408,Jackie Brown,7.5,154 min,1997,18+,,"Drama: Crime, Thriller: Crime",
1409,Cold Mountain,7.2,154 min,2003,18+,CC,"Action/Adventure: Historical, Action/Adventure: War, Drama: Historical, Drama: War, Drama: Romance",English [CC]
1410,22 Shey Shraban,8.1,139 min,2011,18+,,"Drama, Drama: Mystery, Thriller, Thriller: Psychological, World Cinema: Indian",
1411,Chaar Sahibzaade,8.5,122 min,2014,All Ages,,"Animated, Drama: Biography, Drama: Historical, Drama: War, World Cinema: Indian",
1412,Hum Aapke Hain Koun…!,7.6,193 min,1994,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Musical, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
1413,The Score,6.8,124 min,2001,18+,CC,"Drama: Crime, Thriller: Crime",English
1414,The Hours,7.6,114 min,2003,13+,CC,"Drama: Period, Drama: Romance",English [CC]
1415,Atharintiki Daaredi,7.3,174 min,2013,All Ages,,"Drama, World Cinema: Indian",
1416,Kuch Luv Jaisa,4.7,102 min,2011,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
1417,Arya 2,7.2,162 min,2009,13+,,"Comedy, Drama, Romance, World Cinema: Indian",
1418,Last Man Standing (1996),6.4,101 min,1996,18+,CC,"Action/Adventure: Crime, Drama: Crime, Western",English
1419,Anbe sivam,8.9,159 min,2003,All Ages,CC,"Drama, Drama: Romance, World Cinema: Indian",English [CC]
1420,Mumbai Pune Mumbai 01,8.0,102 min,2010,All Ages,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
1421,Kaydyacha Bola,7.0,133 min,2005,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
1422,Vanilla Sky,6.9,135 min,2001,18+,CC,"Drama: Thriller, Drama: Romance, Thriller: Mystery, Thriller: Psychological",
1423,Terms of Endearment,7.4,131 min,1983,7+,CC,Drama: Comedy,English [CC]
1424,Coat of Many Colors,8.1,85 min,2015,NR,CC,"Drama: Biography, Drama: Family, Drama: Musical, Family: Drama, Music/Musical: Music – Country",
1425,Obhishopto Nighty,5.5,111 min,2014,18+,,"Comedy: Mature, Drama: Mature, Thriller, World Cinema: Indian",
1426,Love Express,5.8,146 min,2016,All Ages,,"Drama: Comedy, Drama: Romance, World Cinema: Indian",
1427,Dikkulu Choodakku Ramayya,,144 min,2014,13+,,"Comedy: Romance, Drama: Comedy, Drama: Romance, World Cinema: Indian",
1428,54,5.8,92 min,1998,18+,CC,"Drama, Drama: Historical, LGBTQ, LGBTQ: Drama",English [CC]
1429,Hum Saath Saath Hain,6.2,176 min,1999,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Musical, World Cinema: Indian",English
1430,Vivah,6.6,166 min,2006,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
1431,The Bridges of Madison County,7.5,134 min,1995,13+,CC,"Drama: Romance, Romance: Drama",English [CC]
1432,Kabhi Kabhie,7.6,172 min,1976,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
1433,Nayagan,9.4,156 min,1987,13+,CC,"Drama, Drama: Crime, World Cinema: Indian",English [CC]
1434,Krrish,6.3,173 min,2006,All Ages,CC,"Action/Adventure: Superheroes, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English
1435,The Ghost and the Darkness,6.8,109 min,1996,18+,CC,"Action/Adventure: Historical, Action/Adventure: Thriller, Drama: Historical, Drama: Thriller",English
1436,Stri,8.2,92 min,1995,All Ages,CC,"Drama, World Cinema: Indian",English
1437,Prem Mhanje Prem Mhanje Prem Asta,6.8,136 min,2013,13+,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
1438,Prathinidhi,7.5,118 min,2014,13+,,"Drama: Political, Drama: Thriller, World Cinema: Indian",
1439,Zenda,6.9,116 min,2009,13+,,"Drama: Biography, Drama: Political, World Cinema: Indian",
1440,The Perfect Storm,6.4,129 min,2000,13+,CC,"Action/Adventure: Thriller, Drama: Thriller",
1441,Interview With the Vampire: The Vampire Chronicles,7.6,122 min,1994,18+,CC,"Drama: Period, Horror: Vampires, Sci-Fi/Fantasy: Horror",
1442,Jeans,6.3,166 min,1998,All Ages,CC,"Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
1443,Roga Howar Shohoj Upaay,5.8,116 min,2015,13+,,"Drama, World Cinema: Indian",
1444,Jekhanay Bhooter Bhoy,6.8,96 min,2012,13+,,"Drama: Mystery, Drama: Thriller, World Cinema: Indian",
1445,Cinemawala,7.6,100 min,2016,All Ages,,"Drama, World Cinema: Indian",
